n_test,max_re,i_max_re,max_ae,i_max_ae,mae,mre,mse,rmse,r2,nrmse,surrogate,sampler,problem,qoi,n,seed,fit_time_s,failed
500,0.05420296091400104,134,224.67020078495716,134,49.561458098922905,0.018323308027471015,3737.2829244534623,61.13332090156286,0.9932152512664978,0.08254728629960907,RBF,LHS,rd_2d,J,50,5,0.0065344939939677715,False
500,0.015130687457567054,13,54.804975490277684,328,5.375900504630143,0.0017712989556539589,83.2998856065764,9.12687710044221,0.9998518196788675,0.012323867343059527,Kriging,LHS,rd_2d,J,50,5,0.6121745129930787,False
500,0.051467727390592785,284,206.03897309832064,134,50.55192242149699,0.018713989744043886,3944.69638249636,62.80681796187704,0.9928675201991418,0.08480698099510493,RBF,LHS,rd_2d,J,50,6,0.006539271009387448,False
500,0.020853896429204436,13,79.24630692628398,1,6.688017053622489,0.0022732790675179223,145.94290015170876,12.080682933994616,0.999752008411017,0.016312341259081854,Kriging,LHS,rd_2d,J,50,6,0.9765258460101904,False
500,0.05981405576161695,134,247.92807793372504,134,49.52227744129633,0.018331145783221984,3748.991494705975,61.229008604630984,0.9932018638558306,0.0826764917820535,RBF,LHS,rd_2d,J,50,7,0.0063426759879803285,False
500,0.0114392442488854,475,57.58590230318896,1,6.041999447251329,0.0021575890466769892,79.68438650788663,8.92661114353519,0.9998597235002372,0.012053451618262115,Kriging,LHS,rd_2d,J,50,7,0.6769403489888646,False
500,0.05240785435364848,467,185.34519770489942,467,48.859759164867086,0.01802167486929655,3715.5340266990816,60.95518047466582,0.9932428186846617,0.08230674630270161,RBF,LHS,rd_2d,J,50,8,0.006436583993490785,False
500,0.022035166315420286,211,57.948762042026374,211,5.821578186987225,0.0021100998671379693,119.80294112805848,10.9454529887099,0.9997862302099365,0.014779459519184236,Kriging,LHS,rd_2d,J,50,8,0.6369508060015505,False
500,0.06202143759374904,134,257.0776319630895,134,50.398921302071756,0.018512775837336754,3907.5106448759884,62.510084345455724,0.9929071507790675,0.08440630662590308,RBF,LHS,rd_2d,J,50,9,0.006505173005280085,False
500,0.020385690139109323,13,94.02531953637754,460,6.319480674184977,0.0021906046128671685,115.70549497282238,10.756648872805247,0.999805412094827,0.014524520523882126,Kriging,LHS,rd_2d,J,50,9,0.6788442529941676,False
